name,id,episodes,status,aired,studio,source,rating,score,finished airing,year,season 
Cafe de Oni,10586,1,Finished Airing,"Dec 22, 2004",,Unknown,PG-13 - Teens 13 or older,4.45,,2004,Fall
Persona 4 the Animation,10588,25,Finished Airing,"Oct 7, 2011",AIC ASTA,Game,PG-13 - Teens 13 or older,7.53,"Mar 30, 2012",2011,Fall
Naruto: Shippuuden Movie 5 - Blood Prison,10589,1,Finished Airing,"Jul 30, 2011",Studio Pierrot,Manga,PG-13 - Teens 13 or older,7.47,,2011,Summer
Reunion,10590,2,Finished Airing,"Jun 24, 2011",PoRO,Visual novel,Rx - Hentai,6.61,"Sep 30, 2011",2011,Spring
s.CRY.ed Alteration I: Tao,10592,1,Finished Airing,"Nov 19, 2011",Sunrise,Original,PG-13 - Teens 13 or older,6.92,,2011,Fall
Tokimeki Tonight Recaps,10594,2,Finished Airing,1988,,Unknown,PG-13 - Teens 13 or older,6.25,,1988,
VitaminX Addiction,10595,3,Finished Airing,"Aug 26, 2011",Nomad,Game,None,6.13,"Oct 21, 2011",2011,Summer
Hayabusa: Back to the Earth - Kikan,10602,1,Finished Airing,"May 14, 2011",,Unknown,None,,,2011,Spring
Hayabusa: Back to the Earth,10603,1,Finished Airing,2009,,Unknown,None,,,2009,
Hidan no Aria: Butei ga Kitarite Onsen Kenshuu,10604,1,Finished Airing,"Dec 21, 2011",J.C.Staff,Light novel,PG-13 - Teens 13 or older,6.83,,2011,Fall
Rerere no Tensai Bakabon,10607,24,Finished Airing,"Oct 19, 1999",Studio Pierrot,Manga,G - All Ages,6.24,"Mar 21, 2000",1999,Fall
R-15,10611,12,Finished Airing,"Jul 10, 2011",Remic,Light novel,R+ - Mild Nudity,6.51,"Sep 25, 2011",2011,Summer
Mirai Nikki (The Future Diary),10620,26,Finished Airing,"Oct 9, 2011",Asread,Manga,R+ - Mild Nudity,7.58,"Apr 15, 2012",2011,Fall
Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,10622,1,Finished Airing,"Oct 25, 2007",Gainax,Original,PG-13 - Teens 13 or older,6.79,,2007,Fall
Hayan Ma-eum Baeggu,10623,13,Finished Airing,"Oct 6, 2000",,Unknown,PG-13 - Teens 13 or older,,"Jan 12, 2001",2000,Fall
Mardock Scramble: The Second Combustion,10624,1,Finished Airing,"Sep 3, 2011",GoHands,Novel,R+ - Mild Nudity,7.39,,2011,Summer
Ski Jumping Pairs: Road to Torino 2006,10627,1,Finished Airing,"Jan 28, 2006",,Unknown,G - All Ages,5.24,,2006,Winter
Mahou Sensei Negima!: Mou Hitotsu no Sekai Extra - Mahou Shoujo Yue♥,10628,1,Finished Airing,"Nov 17, 2010",Shaft,Manga,PG-13 - Teens 13 or older,7.28,,2010,Fall
Tibet Inu Monogatari (The Tibetan Dog),10629,1,Finished Airing,"Jun 6, 2011",Madhouse,Unknown,G - All Ages,7.29,,2011,Spring
Shiodome Cable TV,10633,22,Finished Airing,"Apr 13, 2011",DLE,Unknown,PG-13 - Teens 13 or older,,"Sep 14, 2011",2011,Spring
Denpa Onna to Seishun Otoko: Mayonaka no Taiyou,10638,1,Finished Airing,"Feb 8, 2012",Shaft,Light novel,PG-13 - Teens 13 or older,7.33,,2012,Winter
Deva Zan,10639,1,Finished Airing,"Dec 21, 2010",,Unknown,G - All Ages,5.07,,2010,Fall
Gintama: Dai Hanseikai,10643,1,Finished Airing,"Mar 25, 2010",Sunrise,Manga,PG-13 - Teens 13 or older,8.07,,2010,Winter
Ao no Exorcist: Ura Ex,10647,10,Finished Airing,"Jun 22, 2011",A-1 Pictures,Manga,PG-13 - Teens 13 or older,7.11,"Mar 21, 2012",2011,Spring
Mars,10648,2,Finished Airing,"Jun 10, 1994",,Unknown,PG-13 - Teens 13 or older,,"Aug 5, 1994",1994,Spring
Running Boy: Star Soldier no Himitsu,10653,1,Finished Airing,"Jul 20, 1986",,Unknown,None,,,1986,Summer
Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,10659,1,Finished Airing,"Jul 31, 2010",Studio Pierrot,Original,PG-13 - Teens 13 or older,6.98,,2010,Summer
Fireball Special,10666,1,Finished Airing,"Aug 19, 2009",,Original,G - All Ages,6.31,,2009,Summer
Imouto Paradise!,10668,2,Finished Airing,"Dec 9, 2011",,Visual novel,Rx - Hentai,6.65,"Apr 20, 2012",2011,Fall
Morita-san wa Mukuchi.,10671,13,Finished Airing,"Jul 6, 2011",Seven,4-koma manga,PG-13 - Teens 13 or older,6.54,"Sep 28, 2011",2011,Summer
Omake (Pieces),10674,1,Finished Airing,2003,,Original,G - All Ages,5.3,,2003,
Maria†Holic: Run Run Riru Ran Ran Rara,10679,1,Finished Airing,"Apr 28, 2011",,Unknown,PG - Children,5.78,,2011,Spring
Blood-C: The Last Dark,10681,1,Finished Airing,"Jun 2, 2012",Production I.G,Original,R+ - Mild Nudity,7.21,,2012,Spring
Tentacle and Witches,10683,4,Finished Airing,"May 27, 2011",,Visual novel,Rx - Hentai,7.13,"Nov 30, 2012",2011,Spring
Sore Ike! Anpanman: Sukue! Kokorin to Kiseki no Hoshi,10684,1,Finished Airing,"Jul 2, 2011",,Unknown,PG - Children,,,2011,Summer
Sore Ike! Anpanman: Utatte Teasobi! Anpanman to Mori no Takara,10685,1,Finished Airing,"Jul 2, 2011",,Unknown,PG - Children,,,2011,Summer
Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,10686,1,Finished Airing,"Jul 30, 2011",Studio Pierrot,Manga,PG-13 - Teens 13 or older,7.16,,2011,Summer
Saint Seiya: Legend of Sanctuary,10687,1,Finished Airing,"Jun 21, 2014",Toei Animation,Manga,PG-13 - Teens 13 or older,6.26,,2014,Spring
Muybridge no Ito,10688,1,Finished Airing,"May 16, 2011",,Original,PG-13 - Teens 13 or older,6.1,,2011,Spring
Appleseed XIII Remix Movie 1: Yuigon,10689,1,Finished Airing,"Jun 13, 2011",Production I.G,Unknown,R - 17+ (violence & profanity),6.42,,2011,Spring
Magic Tree House,10690,1,Finished Airing,"Jan 7, 2012",Ajia-Do,Book,PG - Children,6.99,,2012,Winter
Downloader,10691,1,Finished Airing,"May 27, 2011",Studio Deen,Unknown,G - All Ages,5.97,,2011,Spring
Appleseed XIII Remix Movie 2: Yogen,10693,1,Finished Airing,"Oct 24, 2011",Production I.G,Unknown,R - 17+ (violence & profanity),6.42,,2011,Fall
Bloods: Inraku no Ketsuzoku 2,10694,2,Finished Airing,"Jul 29, 2011",PoRO,Visual novel,Rx - Hentai,6.94,"Nov 25, 2011",2011,Summer
Yume Kui: Tsurumiku Shiki Game Seisaku,10695,2,Finished Airing,"Jul 29, 2011",,Visual novel,Rx - Hentai,6.79,"Sep 30, 2011",2011,Summer
Asa kara Zusshiri Milk Pot,10697,2,Finished Airing,"Jul 29, 2011",Studio 9 MAiami,Visual novel,Rx - Hentai,6.06,"Jan 27, 2012",2011,Summer
Ulysses 31 Pilot,10701,1,Finished Airing,1980,TMS Entertainment,Unknown,G - All Ages,5.83,,1980,
Tekken: Blood Vengeance,10702,1,Finished Airing,"Jul 26, 2011",,Game,PG-13 - Teens 13 or older,6.67,,2011,Summer
Detective Conan OVA 11: A Secret Order from London,10703,1,Finished Airing,"May 30, 2011",TMS Entertainment,Manga,PG-13 - Teens 13 or older,7.4,,2011,Spring
Yasai no Yousei: N.Y.Salad,10705,26,Finished Airing,"Apr 5, 2007",,Unknown,G - All Ages,,"May 17, 2007",2007,Spring
Yasai no Yousei: N.Y.Salad 2nd Series,10706,26,Finished Airing,"May 5, 2008",,Unknown,G - All Ages,,"Jun 9, 2008",2008,Spring
Manga Nihon Keizai Nyuumon,10709,25,Finished Airing,"Oct 13, 1987",Knack Productions,Manga,PG-13 - Teens 13 or older,,"Mar 29, 1988",1987,Fall
Houkago no Pleiades: Manner Movie,10710,1,Finished Airing,"Jun 4, 2011",Gainax,Original,PG-13 - Teens 13 or older,5.34,,2011,Spring
Plastic Neesan,10711,12,Finished Airing,"May 16, 2011",TYO Animations,Manga,PG-13 - Teens 13 or older,7.27,"Jul 26, 2012",2011,Spring
Towa no Quon 2: Konton no Ranbu,10713,1,Finished Airing,"Jul 16, 2011",Bones,Original,PG-13 - Teens 13 or older,7.4,,2011,Summer
Towa no Quon 3: Mugen no Renza,10714,1,Finished Airing,"Aug 13, 2011",Bones,Original,PG-13 - Teens 13 or older,7.51,,2011,Summer
Towa no Quon 4: Guren no Shoushin (Towanoquon: The Roaring Anxiety),10715,1,Finished Airing,"Sep 10, 2011",Bones,Original,PG-13 - Teens 13 or older,7.61,,2011,Summer
Towa no Quon 5: Souzetsu no Raifuku,10716,1,Finished Airing,"Nov 5, 2011",Bones,Original,PG-13 - Teens 13 or older,7.57,,2011,Fall
Towa no Quon 6: Towa no Quon (Towanoquon: Eternal Quon),10717,1,Finished Airing,"Nov 26, 2011",Bones,Original,PG-13 - Teens 13 or older,7.65,,2011,Fall
Soliton no Akuma,10718,1,Finished Airing,1997,,Unknown,R - 17+ (violence & profanity),6.0,,1997,
Boku wa Tomodachi ga Sukunai (Haganai: I don't have many friends),10719,12,Finished Airing,"Oct 7, 2011",AIC Build,Light novel,R+ - Mild Nudity,7.3,"Dec 23, 2011",2011,Fall
Korekuraide Utau,10720,1,Finished Airing,"May 17, 2011",,Original,G - All Ages,6.9,,2011,Spring
Mawaru Penguindrum (Penguindrum),10721,24,Finished Airing,"Jul 8, 2011",Brain's Base,Original,R - 17+ (violence & profanity),7.99,"Dec 23, 2011",2011,Summer
Sojunghan Nal-ui Kkum (Green Days: Dinosaur and I),10723,1,Finished Airing,"Jun 16, 2011",Studio Meditation With a Pencil,Original,PG-13 - Teens 13 or older,6.52,,2011,Spring
Maid Ane,10728,2,Finished Airing,"Aug 19, 2011",Y.O.U.C,Manga,Rx - Hentai,6.14,"Dec 16, 2011",2011,Summer
Tennis no Ouji-sama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,10731,1,Finished Airing,"Sep 3, 2011",M.S.C,Manga,PG-13 - Teens 13 or older,7.48,,2011,Summer
Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,10732,1,Finished Airing,2006,Toei Animation,Unknown,PG-13 - Teens 13 or older,6.56,,2006,
Planetes Picture Drama,10735,9,Finished Airing,"Sep 25, 2009",Sunrise,Unknown,PG-13 - Teens 13 or older,5.67,,2009,Summer
Precure kara Minna e no Ouen Movie,10736,1,Finished Airing,"May 20, 2011",Toei Animation,Original,G - All Ages,6.07,,2011,Spring
A-Channel: +A-Channel,10737,11,Finished Airing,"May 25, 2011",Studio Gokumi,4-koma manga,PG-13 - Teens 13 or older,6.97,"Oct 26, 2011",2011,Spring
Panty & Stocking in Sanitarybox,10739,1,Finished Airing,"Apr 28, 2011",Gainax,Original,R - 17+ (violence & profanity),6.43,,2011,Spring
Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram,10740,1,Finished Airing,"Jul 16, 2011",OLM,Game,PG - Children,6.66,,2011,Summer
Jingi,10741,2,Finished Airing,"Dec 4, 1991",J.C.Staff,Unknown,R+ - Mild Nudity,,"Apr 8, 1992",1991,Fall
Saru to Kani no Gassen,10742,1,Finished Airing,"May 20, 1917",,Other,G - All Ages,5.17,,1917,Spring
Tora-chan no Kankan Mushi,10743,1,Finished Airing,1950,,Original,G - All Ages,5.32,,1950,
Kikou Kai Galient OVA,10751,3,Finished Airing,"Jan 26, 1986",Sunrise,Unknown,PG-13 - Teens 13 or older,5.97,"Aug 5, 1986",1986,Winter
Lupin tai Holmes,10755,1,Finished Airing,"May 5, 1981",Toei Animation,Unknown,None,6.07,,1981,Spring
Shita-kiri Suzume (The Sparrow with the Slit Tongue),10756,1,Finished Airing,"Oct 18, 1917",,Original,G - All Ages,,,1917,Fall
Kachikachi Yama,10757,1,Finished Airing,"Oct 20, 1917",,Other,G - All Ages,,,1917,Fall
Momotarou,10758,1,Finished Airing,"Mar 1, 1918",,Original,G - All Ages,,,1918,Winter
Kintarou,10759,1,Finished Airing,"Mar 16, 1918",,Original,G - All Ages,,,1918,Winter
Issunboushi,10760,1,Finished Airing,"Mar 20, 1918",,Original,G - All Ages,,,1918,Winter
Robot Taekwon V (Voltar the Invincible),10763,1,Finished Airing,"Jul 24, 1976",,Unknown,PG - Children,4.85,,1976,Summer
Buta Himesama (Queen Meets Orc),10764,1,Finished Airing,"Aug 26, 2011",Seven,Visual novel,Rx - Hentai,5.63,,2011,Summer
Hikaru no Go: Sabaki no Ikkyoku! Inishie no Hana yo Sake!!,10765,1,Finished Airing,2002,Studio Pierrot,Manga,G - All Ages,7.41,,2002,
Detective Conan vs. Wooo,10766,2,Finished Airing,"Apr 22, 2011",TMS Entertainment,Unknown,G - All Ages,6.07,"Jun 23, 2011",2011,Spring
Mahou Shoujo Elena,10770,3,Finished Airing,"Jul 8, 2011",Rabbit Gate,Visual novel,Rx - Hentai,6.52,"Feb 22, 2013",2011,Summer
Soccer Fever,10774,51,Finished Airing,"Apr 4, 1994",,Unknown,PG - Children,,"Apr 3, 1995",1994,Spring
SKET Dance: Tettei Bunseki Special,10775,1,Finished Airing,"May 3, 2011",Tatsunoko Production,Unknown,PG-13 - Teens 13 or older,7.02,,2011,Spring
Eroge! H mo Game mo Kaihatsu Zanmai,10779,6,Finished Airing,"Aug 26, 2011",Collaboration Works,Visual novel,Rx - Hentai,7.58,"Mar 25, 2016",2011,Summer
Dead Heat,10780,1,Finished Airing,"Aug 7, 1987",Sunrise,Unknown,PG-13 - Teens 13 or older,5.52,,1987,Summer
Kore wa Zombie Desu ka? of the Dead (Is this A Zombie? of the Dead),10790,10,Finished Airing,"Apr 5, 2012",Studio Deen,Light novel,R - 17+ (violence & profanity),7.58,"Jun 7, 2012",2012,Spring
Haramasete Seiryuu-kun!,10792,2,Finished Airing,"Jun 24, 2011",,Visual novel,Rx - Hentai,6.47,"Jan 31, 2012",2011,Spring
Guilty Crown,10793,22,Finished Airing,"Oct 14, 2011",Production I.G,Original,R - 17+ (violence & profanity),7.54,"Mar 23, 2012",2011,Fall
IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,10794,1,Finished Airing,"Dec 7, 2011",8bit,Light novel,R+ - Mild Nudity,6.94,,2011,Fall
Softenni Specials,10796,6,Finished Airing,"Jun 22, 2011",Xebec,Manga,R+ - Mild Nudity,6.11,"Nov 23, 2011",2011,Spring
Kayoe! Chuugaku (Kayoe! Chugaku),10797,425,Finished Airing,"Jun 6, 2011",DLE,Original,None,,"Mar 28, 2014",2011,Spring
Un-Go,10798,11,Finished Airing,"Oct 14, 2011",Bones,Novel,R - 17+ (violence & profanity),7.41,"Dec 23, 2011",2011,Fall
Chime,10799,1,Finished Airing,"Jun 1, 2011",Studio Deen,Unknown,G - All Ages,5.95,,2011,Spring
Chihayafuru,10800,25,Finished Airing,"Oct 5, 2011",Madhouse,Manga,PG-13 - Teens 13 or older,8.25,"Mar 28, 2012",2011,Fall
Copihan,10801,7,Finished Airing,"Aug 12, 2011",Gonzo,Manga,PG-13 - Teens 13 or older,5.48,"Nov 3, 2011",2011,Summer
MonHun Nikki Girigiri Airou Mura G,10802,13,Finished Airing,"Jul 1, 2011",DLE,Game,G - All Ages,6.1,"Sep 29, 2011",2011,Summer
"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""",10804,1,Finished Airing,"Jul 29, 2011",Satelight,Manga,G - All Ages,7.36,,2011,Summer
Kami nomi zo Shiru Sekai: 4-nin to Idol,10805,1,Finished Airing,"Sep 16, 2011",Manglobe,Manga,PG-13 - Teens 13 or older,7.33,,2011,Summer
Nichijou: Original Jikai Yokoku (My Ordinary Life Specials),10807,25,Finished Airing,"Jun 24, 2011",Kyoto Animation,Manga,PG-13 - Teens 13 or older,7.0,"Jun 29, 2012",2011,Spring
Mobile Suit Gundam AGE,10808,49,Finished Airing,"Oct 9, 2011",Sunrise,Original,PG-13 - Teens 13 or older,6.5,"Sep 23, 2012",2011,Fall
Pucca 2,10810,13,Finished Airing,"Mar 7, 2008",,Unknown,G - All Ages,6.51,"Jul 24, 2008",2008,Winter
Toumei Shounen Tantei Akira,10812,1,Finished Airing,1970,,Unknown,PG-13 - Teens 13 or older,,,1970,
Alps no Shoujo Heidi Pilot,10813,1,Finished Airing,1967,,Unknown,G - All Ages,5.37,,1967,
UFO Senshi Dai Apolon 2,10815,21,Finished Airing,"Oct 7, 1976",Studio Live,Original,PG-13 - Teens 13 or older,,"Feb 24, 1977",1976,Fall
Ranma ½: Tendou-ke no Oyobidenai Yatsura!,10819,1,Finished Airing,"Aug 30, 1992",,Unknown,PG-13 - Teens 13 or older,6.91,,1992,Summer
Sengoku Majin Goushougun (Movie),10820,1,Finished Airing,"Apr 24, 1982",Production Reed,Unknown,None,6.07,,1982,Spring
Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunagu Kiseki no Melody♪,10821,1,Finished Airing,"Oct 29, 2011",Toei Animation,Original,G - All Ages,6.99,,2011,Fall
Ranma ½: Totteoki Talk - Best of Memories (Ranma ½: Best Memories),10822,1,Finished Airing,"May 1, 1993",,Unknown,PG-13 - Teens 13 or older,7.0,,1993,Spring
Ranma ½: 1994 Music Calendar,10823,1,Finished Airing,1993,,Unknown,PG-13 - Teens 13 or older,6.64,,1993,
Ranma ½: DoCo Music Video,10824,1,Finished Airing,"Aug 19, 1995",,Unknown,PG-13 - Teens 13 or older,6.84,,1995,Summer
Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,10825,1,Finished Airing,"Mar 3, 1995",,Unknown,PG-13 - Teens 13 or older,7.17,,1995,Winter
Wizard Girl Ambitious,10827,1,Finished Airing,"Aug 26, 2011",PoRO,Visual novel,Rx - Hentai,6.68,,2011,Summer
Ikoku Meiro no Croisée: Yune & Alice,10832,7,Finished Airing,"Sep 21, 2011",Satelight,Manga,G - All Ages,6.35,"Mar 21, 2012",2011,Summer
Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,10834,6,Finished Airing,"Sep 21, 2011",Silver Link.,Light novel,PG-13 - Teens 13 or older,7.25,"Feb 22, 2012",2011,Summer
Double-J,10838,11,Finished Airing,"Jun 29, 2011",DLE,Manga,PG-13 - Teens 13 or older,5.51,"Sep 14, 2011",2011,Spring
Fullmetal Alchemist: The Sacred Star of Milos Specials,10842,4,Finished Airing,"Jun 10, 2011",Bones,Manga,PG-13 - Teens 13 or older,6.99,"Jun 30, 2011",2011,Spring
Manyuu Hikenchou Specials,10845,8,Finished Airing,"Oct 4, 2011",Hoods Entertainment,Manga,R+ - Mild Nudity,6.18,"Jan 7, 2012",2011,Fall
Inumarudashi,10847,4,Finished Airing,"Jun 10, 2011",Gathering,Manga,PG-13 - Teens 13 or older,5.35,"Jul 22, 2011",2011,Spring
Shinryaku! Ika Musume: Ika Ice Tabena-ika?,10849,1,Finished Airing,"Jul 6, 2011",Diomedea,Manga,PG-13 - Teens 13 or older,6.52,,2011,Summer
Seibu Tetsudou Ekiin Tako-chan,10850,12,Finished Airing,"Apr 15, 2011",Shin-Ei Animation,Unknown,G - All Ages,,"Feb 29, 2012",2011,Spring
Euphoria,10851,6,Finished Airing,"Dec 11, 2011",Majin,Visual novel,Rx - Hentai,6.17,"Feb 26, 2016",2011,Fall
Game Tengoku: The Game Paradise! (The Game Paradise!),10852,1,Finished Airing,"Jun 6, 1997",Daume,Unknown,PG-13 - Teens 13 or older,,,1997,Spring
Penguin no Mondai Max,10855,50,Finished Airing,"Apr 3, 2010",Shogakukan Music & Digital Entertainment,Unknown,G - All Ages,,"Mar 26, 2011",2010,Spring
Penguin no Mondai DX?,10856,52,Finished Airing,"Apr 2, 2011",,Unknown,G - All Ages,,"Mar 31, 2012",2011,Spring
Tennis no Ouji-sama: Pair Prince,10862,8,Finished Airing,"Jun 25, 2010",Production I.G,Unknown,PG-13 - Teens 13 or older,7.25,"Dec 22, 2010",2010,Spring
Steins;Gate: Oukoubakko no Poriomania,10863,1,Finished Airing,"Feb 22, 2012",White Fox,Visual novel,PG-13 - Teens 13 or older,8.36,,2012,Winter
Scan2Go,10869,52,Finished Airing,"Aug 9, 2010",SynergySP,Original,G - All Ages,6.11,"Mar 29, 2011",2010,Summer
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV),10870,12,Finished Airing,"May 2, 2007",Production I.G,Manga,PG - Children,7.29,"Apr 13, 2008",2007,Spring
Ghost Messenger,10882,2,Finished Airing,"Dec 21, 2010",Studio Animal,Unknown,PG-13 - Teens 13 or older,,"Aug 19, 2014",2010,Fall
Saki Achiga-hen: Episode of Side-A (Saki Episode of Side A),10884,12,Finished Airing,"Apr 9, 2012",Studio Gokumi,Manga,PG-13 - Teens 13 or older,7.34,"Jul 2, 2012",2012,Spring
Nurarihyon no Mago: Gekitou Dai Futsal Taikai! Nuragumi W Cup!!,10886,1,Finished Airing,"Oct 23, 2010",Studio Deen,Unknown,PG-13 - Teens 13 or older,6.5,,2010,Fall
Dame Oyaji,10887,26,Finished Airing,"Apr 2, 1974",Knack Productions,Manga,PG-13 - Teens 13 or older,,"Oct 9, 1974",1974,Spring
Jungle Kurobee,10889,31,Finished Airing,"Mar 2, 1973",,Manga,None,,"Sep 28, 1973",1973,Winter
Kyousou Giga,10893,1,Finished Airing,"Dec 1, 2011",Toei Animation,Original,PG-13 - Teens 13 or older,6.94,,2011,Fall
Boku wa Tomodachi ga Sukunai Episode 0,10897,1,Finished Airing,"Sep 22, 2011",AIC Build,Light novel,PG-13 - Teens 13 or older,6.76,,2011,Summer
Aoi Hitomi no Onnanoko no Ohanashi,10901,1,Finished Airing,"Aug 13, 2009",Shin-Ei Animation,Unknown,PG - Children,,,2009,Summer
Waza no Tabibito,10904,1,Finished Airing,"Jul 2, 2011",,Unknown,None,5.25,,2011,Summer
Ikoku Meiro no Croisée Picture Drama,10905,6,Finished Airing,"Oct 26, 2011",Satelight,Manga,G - All Ages,6.39,"Mar 21, 2012",2011,Fall
Hakoiri Shoujo: Virgin Territory,10906,2,Finished Airing,"Sep 30, 2011",,Visual novel,Rx - Hentai,5.94,"Feb 24, 2012",2011,Summer
Kakko Kawaii Sengen! 2,10908,10,Finished Airing,"Aug 26, 2011",,Manga,PG-13 - Teens 13 or older,5.84,"Dec 22, 2011",2011,Summer
Ultraman Kids: M7.8 Sei no Yukai na Nakama,10909,1,Finished Airing,"Mar 17, 1984",,Other,PG - Children,,,1984,Winter
Pokemon: Pikachu no Fuyuyasumi (2000),10916,2,Finished Airing,"Dec 22, 1999",OLM,Game,PG - Children,6.44,,1999,Fall
Pokemon: Pikachu no Fuyuyasumi (2001),10917,3,Finished Airing,"Dec 22, 2000",OLM,Game,PG - Children,6.42,,2000,Fall
Kowarekake no Orgel (Movie),10918,1,Finished Airing,"Sep 11, 2010",Actas,Original,G - All Ages,7.33,,2010,Summer
Seikon no Qwaser II Picture Drama,10920,4,Finished Airing,"Jul 6, 2011",TAKI Corporation,Unknown,R+ - Mild Nudity,6.02,"Oct 5, 2011",2011,Summer
Tantei Opera Milky Holmes: Summer Special,10923,1,Finished Airing,"Aug 25, 2011",J.C.Staff,Card game,PG-13 - Teens 13 or older,6.99,,2011,Summer
Queen's Blade OVA,10924,2,Finished Airing,"Oct 29, 2011",Arms,Other,R+ - Mild Nudity,6.37,"Jan 28, 2012",2011,Fall
Nogizaka Haruka no Himitsu: Finale,10928,4,Finished Airing,"Aug 19, 2012",Diomedea,Unknown,PG-13 - Teens 13 or older,7.36,"Nov 28, 2012",2012,Summer
R-15: R15 Shounen Hyouryuuki,10933,1,Finished Airing,"Dec 13, 2011",AIC,Unknown,R+ - Mild Nudity,6.74,,2011,Fall
Itsuka Tenma no Kuro Usagi: Kokoro Utsuri no Toukoubi - School Attendance Day,10934,1,Finished Airing,"Dec 5, 2011",Zexcs,Light novel,R - 17+ (violence & profanity),6.96,,2011,Fall
Hourou Musuko Specials (Wandering Son Specials),10935,2,Finished Airing,"Aug 24, 2011",AIC Classic,Manga,PG-13 - Teens 13 or older,7.64,"Sep 21, 2011",2011,Summer
Nekogami Yaoyorozu: Ohanami Ghostbusters,10936,1,Finished Airing,"Mar 21, 2012",AIC Plus+,Manga,PG-13 - Teens 13 or older,6.7,,2012,Winter
Mobile Suit Gundam: The Origin,10937,6,Finished Airing,"Apr 24, 2015",Sunrise,Manga,R+ - Mild Nudity,8.36,"May 5, 2018",2015,Spring
Innocent: Shoujo Memoria,10938,1,Finished Airing,"Jul 5, 2011",,Manga,Rx - Hentai,6.04,,2011,Summer
Mushi no Tameiki,10941,1,Finished Airing,"Jul 10, 2011",,Original,G - All Ages,5.49,,2011,Summer
Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai,10943,1,Finished Airing,"Dec 5, 1993",,Manga,PG-13 - Teens 13 or older,,,1993,Fall
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man - Tachikoma na Hibi,10947,1,Finished Airing,"Sep 23, 2005",Production I.G,Unknown,PG - Children,6.79,,2005,Summer
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma na Hibi,10948,1,Finished Airing,"Jan 27, 2006",Production I.G,Unknown,PG - Children,6.89,,2006,Winter
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi - Interval,10949,3,Finished Airing,"Feb 25, 2004",Production I.G,Unknown,G - All Ages,6.47,,2004,Winter
